image_path,label,name,description,image_url
perfume_images/00372_La_Surprise_Eau_de_Parfum.jpg,Parfums MDCI,La Surprise Eau de Parfum,"Inspired by The Pursuit, one of four paintings that make up Jean-HonorÃ© Fragonard's ""The Process of Love"" collection, La Surprise is a bright and striking vintage-inflected feminine scent. The painting, meant to depict the first stage of love- courtship- shows a bold young man emerging into a garden where three young ladies are playing in a fountain, offering a rose to his beloved, who turns away in surprise. It's a painting of clever nuance, the outcome uncertain to all involved, from the unsteady suitor to the blushing courtesan to even the apprehensive cherub sculptures who loom above. It's a message, perhaps, about the risks one must take to find love, but also the triumphs that only such risks can produce. As such, La Surprise is a burst of bright, elegant energy, opening with a lovely spicy-green accord that would feel at home among the most romantic French chypres of years past. A heart of luscious white florals meets the timeless pairing of peach and a touch of solar aldehyde, while The Pursuit's singular rose stands out as if carried on the breeze. In appropriately vintage fashion, the base is musky in the traditional use of the term, with enough of a warm, furry animalic purr to evoke the very real desire that lays beneath our subjects' interaction. Parfums MDCI have proven their skill in exploring every facet of France's rich fragrance history; with La Surprise, they gift us with a classically green feminine floral that would be right at home a century ago.",https://static.luckyscent.com/images/products/36526.jpg?width=400&404=product.png
perfume_images/01229_Suede_Hand_Wash.jpg,BYREDO,Suede Hand Wash,"BYREDO's hand care line unites pleasure and function, eloquently enhancing the most habitual of gestures with fragrance. Each product combines one of BYREDO's new scents with a light yet nourishing texture, allowing you to gently cleanse, hydrate and soften the hands whilst divinely scenting them, throughout the day. Suede is a light, relaxing, smooth scent featuring pear, lily of the valley, amber, and musk.",https://static.luckyscent.com/images/products/64199.jpg?width=400&404=product.png
perfume_images/00961_Arabians.jpg,Montale,Arabians,"Arabians is about capturing that feeling of royal adventure, with wind in your hair and a lover by your side. Inspired by the King of the Desert, the Arabian Horse, this regal fragrance takes the classic fougÃ¨re and takes it for a musky, sensually spiced spin. Sweet clean lavender heads the way, accompanied by a sexy blend of cardamom, rose, warm patchouli, and the most subtle use of oud by Montale we've seen yet. The result is stunningly seductive - an elegant leathery fougÃ¨re that dares you to lean in and come along for a mysterious ride.",https://static.luckyscent.com/images/products/35482.jpg?width=400&404=product.png
perfume_images/00584_Notorious_Oud_Eau_de_Parfum.jpg,D.S. and Durga,Notorious Oud Eau de Parfum,"With Notorious Oud,  D.S. & Durga pay tribute to one of the greatest legends to ever emerge from their home borough of Brooklyn- Christopher Wallace,  better known as The Notorious B.I.G. But if you think the inspiration is merely surface level,  you're dead wrong- like the charming,  rough-edged,  impossibly clever rhymes of Frank White himself,  Notorious Oud showcases a versatile and often misunderstood fragrant ingredient with the type of irreverent panache that leaves competitors sputtering like the Madd Rapper. Biggie references aside,  how does Notorious Oud actually smell? Start with the oud itself,  a rich Indonesian specimen (""smell the Indonesia, "" as the great man once rapped) with a robust balance of smoky,  earthy,  and animalic tones. Afghani saffron and white galbanum enhance the green,  spicy energy,  while a lush Bulgarian rose feels as smooth and suave as Big Poppa. We could go on,  but we'll leave you instead with one last Biggie quote to capture how we feel about Notorious Oud: ""Stay far from timid/only make moves when your heart's in it/and live the phrase sky's the limit...""",https://static.luckyscent.com/images/products/686084.jpg?width=400&404=product.png
perfume_images/00830_Tobacco_Oud_Intense_Eau_de_Parfum.jpg,TOM FORD Private Blend,Tobacco Oud Intense Eau de Parfum,"Wonderfully soft, intriguingly smooth, the original Tobacco Oud was a soothing, yet thoroughly masculine scent that flirted with darkness, but never truly approached the edge. But sometimes, you don't want to play it safe, and Tobacco Oud Intense is more than happy to oblige, removing the training wheels from the original and amping up the spices, resins, and animalics to deliver a bolder, more daring Tobacco Oud guaranteed to turn heads and raise pulses. A sweeter, spicier vein of coriander pairs with a doubled-dose of castoreum, infusing every moment with raw, animalic magnetism that commands attention without ever turning sour, and the signature tobacco and oud combination is robustly masculine, smokier and unapologetically fiercer, while still displaying a sophisticated woodsiness. Rich and powerful, yet still tuxedo-appropriate, it's another knockout tobacco offering from Tom Ford you won't want to miss.",https://static.luckyscent.com/images/products/63567.jpg?width=400&404=product.png
perfume_images/00310_Wulong_Cha_Extrait_de_Parfum.jpg,Nishane,Wulong Cha Extrait de Parfum,"Wulong ChÃ¡ is a vibrant, woody fig tea with a refreshing twist of citrus to give it sparkle. It opens with an Earl Grey type of freshness, with black tea leaves oily with bergamot, orange, and an exotic, fruity lift that is not immediately identifiable (that would be the litchi). But the heart is pure Oolong: a smoky tea full of delicate, nutty roasted flavors, and a slight but noticeable milkiness. The introduction of the fig note in the heart adds to this impression of milkiness; it smells beautifully like a freshly snapped fig leaf, green and oozing with fig sap.What a lovely balance of tannins, fruit, and milk this is. We like Wulong ChÃ¡ because it has both the clean, fresh transparency we've come to expect from great tea fragrances, but also a sweet, figgy milkiness that rounds off any sharp corners. In the later stages, a gauzy white musk, as soft as a pillow and spiced gently with nutmeg, wraps everything up in a light, silky embrace. Wulong ChÃ¡ is a refreshing wear, especially in summer, but it's also insanely soothing. Strictly to be worn with a white linen shirt and a mint julep in hand.",https://static.luckyscent.com/images/products/77417.jpg?width=400&404=product.png
perfume_images/00562_Zemfira_Extrait_de_Parfum.jpg,Bortnikoff,Zemfira Extrait de Parfum,"Zemfira is the positively delightful answer to a simple question: what if a rose-oud scent didn't take itself quite so seriously? This, of course, isn't to say that any aspect of Zemfira is less than the utmost quality- from pure Vietnamese oud oil to Europe's finest Rose de Mai to authentic Atlas cedarwood, Zemfira is undoubtedly fit for royalty. But this is a brighter, fresher, more youthful rose-oud than you've experienced before- less Queen, more Princess- with juicy bergamot, zesty pink pepper, and a blend of the aforementioned Rose de Mai with an especially fresh, young tea rose that positively sings with young energy. The oud, too, is vibrant- green, bright, and not at all barnyard funky, and blended perfectly with creamy sandalwood and stout, fresh cedar to take an often exotic and heavy pairing and reinvent it as romantic and energetic. Rose-oud lovers looking for something you've never smelled before? Make haste for Zemfira- but leave your stuffy preconceptions at the door.",https://static.luckyscent.com/images/products/804012.jpg?width=400&404=product.png
perfume_images/01555_Inflorescence_Eau_de_Parfum.jpg,BYREDO,Inflorescence Eau de Parfum,"A freshly cut bouquet of flowers that has been supercharged, as if struck by electricity or cross-bred with blossoms from another planet: radiant lily of the valley, honeyed freesia, creamy magnolia, incandescent jasmine  all captured at the height of their bloom, dazzling and stark white in contrast to glossy green leaves. The lily of the valley is especially vivid and luminous, giving this the heightened, otherworldly beauty of a perfect day in spring, with the skies a bright enameled blue and the new grass so vivid it is almost neon.Inflorescence is airy and euphoric. There is nothing dark or heavy to weigh down the dewy green notes or the profusion of glowing flowers. It has a scintillating lightness, in the sense that it floats and trills like a flute solo, not in the sense of being a shy or soft scent. This is bright and strongly present and joyously feminine from beginning to end.",https://static.luckyscent.com/images/products/64117.jpg?width=400&404=product.png
perfume_images/01593_Tuscan_Leather_Eau_de_Parfum.jpg,TOM FORD Private Blend,Tuscan Leather Eau de Parfum,"In Tom Ford's Tuscan Leather, a smoky, bitter birch-tar leather accord combines with thyme, raspberry, and saffron to create a scent paradox: A perfume that's both clean and sultry, bone-dry and sweet. Although it remains a true leather scent through and through, Tuscan Leather shows its refined, softer side, by letting an herbal, fruity and sheer floral sweetness (night blooming jasmine) break its toughness like a leather jacket that gets softer and more supple with wear. A true unisex fragrance perfect for both day and nighttime.",https://static.luckyscent.com/images/products/63512.jpg?width=400&404=product.png
perfume_images/01537_Isparta_Eau_de_Parfum.jpg,"Pierre Guillaume Paris, Parfumerie Generale",Isparta Eau de Parfum,"One of the best rose oils in the world is obtained from thesummer roses grown in the gardens and hillside slopes of the Turkish province of Isparta... Hence the oriental inspiration of this floral chypre.Of course, Isparta being composed by Pierre Guillaume, a man who's never shied away from powerful notes, this Turkish delight is robust enough to chew on. Tinted purple by juicy, jammy berries  a natural facet of the flower  his rose petals are embedded in a rich bed of sticky resins. The sweetness of vanilla and cinnamon-tinged Peru balsam and benzoin is balanced by the darker, woody hues of incense, patchouli and agarwood. Amber and musk conjure the velvety softness of the blossom.Are those thorns or claws? This sexy, swaggering beast of a rose will keep you guessing.",https://static.luckyscent.com/images/products/34544.jpg?width=400&404=product.png
perfume_images/00651_Rahat_Loukhoum_Eau_de_Parfum.jpg,Serge Lutens,Rahat Loukhoum Eau de Parfum,"Not truly loukhoum, with its rosy gelatin texture, but rather freshly baked pasticche di mandrel, those bone-white, chewy little almond cookies sold everywhere in Rome. If you've ever tried them, then you'll know that they are not as tooth-achingly sweet as they appear, the bitterness of cherry pit cutting through the thick dusting of confectioner's sugar. It's that balance of bitter and sweet that makes you dip greedily into the bag again and again.And so it is with Rahat Loukoum. The sweet honey, almonds, and creamy vanilla are glossed with just enough bitter cherries, hawthorn, and balsams to stop you from putting your wrist in your mouth. The base, surprisingly resinous, exerts firm control over the sweet, fluffy heliotrope, and walks the fragrance straight down the line of edible-inedible. Rahat Loukoum is that rare scent is that is far from your average gourmand-- though with Serge Lutens' pedigree, we're guessing you already knew that. Please note that Palais Royal Collection bell jars are splash bottles",https://static.luckyscent.com/images/products/36157.jpg?width=400&404=product.png
perfume_images/00337_Tilda_Swinton_Like_This_Eau_de_Parfum.jpg,Etat Libre d'Orange,Tilda Swinton Like This Eau de Parfum,"With Like This, Etat Libre d'Orange pays homage to the intelligent and surreally beautiful actress Tilda Swinton. Etat's challenge was immediate: to create a fragrance that reflects Swinton's uncommon grace and talent. Like Swinton, the fragrance needed to be unusual yet welcoming, delicate yet strong, seductive without being distracting, and full of radiance. With Like This, they succeeded. Like This is unlike any other fragrance we've smelled, and yet it is as comfortable and warm as a summer afternoon in the Scottish hillside.The fragrance opens with a juicy hit of neroli and mandarin, and it is quickly balanced by the earthiness of pumpkin flesh, a note rarely found in perfume. A thread of exotic immortelle and powdered ginger add both sweetness and spice to the composition. But don't think Like This smells like the pantry a lush bouquet of rose, heliotrope, and green vetiver are the foundation on which the scent is built, and a hint of clean musk adds intimacy. Like This wears for hours, yet stays close to the skin. Like This follows Swinton's lead in breaking artistic convention. The only real way to understand either of them is to experience them.",https://static.luckyscent.com/images/products/47725.jpg?width=400&404=product.png
perfume_images/01852_Fat_Electrician_Eau_de_Parfum.jpg,Etat Libre d'Orange,Fat Electrician Eau de Parfum,"If surprise is the greatest gift which life can grant us, then Etat Libre d'Orange are the best gift-givers ever. What other brand would think to name a perfume Fat Electrician and base a new scent on inspiration froma real story driven from the hazardous life of a young gigolo in the 70's in N.Y.C.? And who else would be able to make this perfume so incredibly attractive and endlessly wearable? White vetiver splattered on the asphalt of Time Square, the fragrance juxtaposes the dry, earthy transparency of vetiver with the sweeter, balsamic smokiness of opoponax and myrrh. As the scent develops, it metamorphoses from the green, slightly salty gauze of a smell into something substantial and solid. Vanilla, opoponax and myrrh lend the scent a comfortingly fleshy, well-rounded quality. A unique and surprising take on vetiver, a treat for the many lovers of the note.",https://static.luckyscent.com/images/products/47709.jpg?width=400&404=product.png
perfume_images/00626_2_Candle.jpg,Comme des Garcons,2 Candle,"Rei Kawakubo constructs a perfume with a powerful presence precisely because of its simplicity. Powerful and intense yet pleasing to the senses in a subtle, somewhat naive way. Comme des Garcons 2 candle is presented in a striking browned glass votive and evokes an exotic mix of incense, ink, amber, patchoulli, Chinese cedarwood, cumin, vertiver and fresh magnolia.",https://static.luckyscent.com/images/products/23610.jpg?width=400&404=product.png
perfume_images/01178_Devil_Tender_Eau_de_Parfum.jpg,Ex Nihilo,Devil Tender Eau de Parfum,"Exhilaratingly liberated, bewitchingly feminine, Devil Tender is a boldly sexy new fragrance from Ex Nihilo. Built around a lush Bulgarian rose, equally fresh and ravishingly rich, Devil Tender takes that feminine beauty and adds a touch of the transgressive, sucking us in with a mouthwateringly forbidden accord of sweet peach juice and tart grapefruit spiked with a subtle but dangerous spice blend. In the layered and complex drydown, smooth suede and robust cedar and sandalwood extend the longevity and power of the scent, delivering gorgeous texture and seductive temptation. Pretty enough to put a smile on your face, yet dark and sexy enough to put impure thoughts into your mind, Devil Tender is another deceptively sophisticated stunner from what is quickly becoming one of our favorite modern French houses.",https://static.luckyscent.com/images/products/72015.jpg?width=400&404=product.png
perfume_images/00422_Spicematic_Eau_de_Parfum.jpg,"Pierre Guillaume Paris, Parfumerie Generale",Spicematic Eau de Parfum,"The joy of Pierre Guillaume's ""flanker"" scents is that they're anything but retreads of their original inspiration- instead they have the iterative energy of a maestro composing variations on a theme, using the constraints of a single concept to focus his energy on the serendipitous. In Spicematic 11.2, Guillaume revisits the ""aromatic-spice"" nexus that gave us the desert lemon mint and allspice of Harmatan Noir and the sub-tropical peppermint and cardamom of Indian Wood, but here, our inspiration is the cold, mineralic beauty of marble, represented in saffron, fresh ginger, and green mint. With a molecular distillation of incense adding an intense coolness, the fragrance shines and sparkles, tempered only by the organic vibration of red cedar and the resinous heat of Siberian pine. Pierre Guillaume describes Spicematic as ""marble water."" Who are we to disagree?",https://static.luckyscent.com/images/products/34557.jpg?width=400&404=product.png
perfume_images/01590_Noir_de_Noir_Eau_de_Parfum.jpg,TOM FORD Private Blend,Noir de Noir Eau de Parfum,"Certain scents smell like the (olfactory) lights are out, and you're walking into a room trying to see what's inside it. In Tom Ford's dark rose scent Noir de Noir, as the name suggests, black is indeed the name of the game. But once you adjust your eyes, the rose and its handmaidens glimmer like rich jewels glowing in the dark. This inky, goth, midnight rose is cloaked with mantles of oud, amber, and camphory patchouli. Saffron and truffle notes create a soft veil around this darkness, with a hint of vanilla, and tree moss adds a little more texture in the base. Noir de Noir is for the night owls of the perfume world.",https://static.luckyscent.com/images/products/63509.jpg?width=400&404=product.png
perfume_images/02009_Iris_de_Nuit_Eau_de_Parfum.jpg,HEELEY,Iris de Nuit Eau de Parfum,"Mystical, sensual and delicate, iris is one of the most rare and difficult fragrances to achieve. A seductive and delicate blend of iris, wood and Tuscan cypress, Iris de Nuit is a laid back, mellow iris fragrance.  Clean and fluid, its gentle charm evokes modernity--clean spaces, soft angles and crisp white linen, quite different from the classic iris scents of the past.  Perfectly wearable for anytime of day and any situation Iris de Nuit never screeches its presence, but the air is somehow diminished when the wearer leaves the room.  Memorable and tangible.",https://static.luckyscent.com/images/products/31503.jpg?width=400&404=product.png
perfume_images/00760_Fabulous_Body_Spray_Scented_Body_Spray.jpg,TOM FORD Private Blend,Fabulous Body Spray Scented Body Spray,"Now, enjoy Tom Ford's most iconic fragrances in an invigorating body spray, delicately scented and perfect for everyday wear. Clary sage and lavender top out the scent, their clean, smoky greenness meshing seamlessly with plush orris butter to form a leather note that's both soft and aromatic. Lashings of bittersweet almond and tonka bean beneath give the scent a velvety, almost oily-resinous sweetness, like white chocolate melted down with coffee grounds. The fragrance moves between bitter and sweet, herbal and creamy, powdery and oily over the course of the wear, keeping the journey totally interesting for us. Rumor has it that Tom Ford took one whiff of this creation and exclaimed,This is fucking fabulous! We're inclined to agree. Set your feelings aside for the name, take it out for a ride, and you may agree as well.",https://static.luckyscent.com/images/products/635072.jpg?width=400&404=product.png
perfume_images/01900_LEte_en_Douce_Eau_de_Toilette.jpg,L'Artisan Parfumeur,L'Ete en Douce Eau de Toilette,"Gauzy, soft and refined, this summery blend is extraordinarily charming. Those who, like us, adore Olivia Giacobetti's translucent style, will be delighted with L'Ete en Douce. The airy orange blossom and the ethereal linden are blended with a delightfully cool mint note, which highlights the fresh greenness of the florals and makes them seem diaphanous, like the finest of silks blowing in the wind...The soft base of white woods and white musks lingers on the skin, turning L'Ete en Douce into one of the loveliest  your-skin-but-better fragrances we have encountered. A must have for summer!",https://static.luckyscent.com/images/products/15253.jpg?width=400&404=product.png
